project,hash,date,fileId,fileName,dok0.004Values,dok0.004PreCommitValues,dok0.004AuthorPreCommit,dok0.004AuthorPostCommit,dok0.004Sum,dok0.004Avg,dok0.004Median,dok0.004Std,dok0.004Min,dok0.004Max,dok0.004PreCommitSum,dok0.004PreCommitAvg,dok0.004PreCommitMedian,dok0.004PreCommitMin,dok0.004PreCommitMax,dok0.004RelativeAvg,dok0.004RelativeMedian,dok0.004RelativeMin,dok0.004RelativeMax,dok0.004FileBusFactor0.2,dok0.004FileBusFactorAuthors0.2,dok0.004ProjectBusFactor0.2,dok0.004ProjectBusFactorAuthors0.2,isBugPresent,isBugfix,isSZZBugIntroducer,isRefactor,totalBugfix,totalRefactors,revision,age,authors,totalAuthors,authorId,totalLoc,locFirst,locLast,locLast-First,deltaTotalAddedToLast,deltaTotalRemovedToLast,deltaTotalReplacedToLast,added,removed,replaced,modified,relativeAdded,relativeRemoved,relativeReplaced,relativeModified,deltaLocToLast,deltaLocToPrev,deltaLocToNext,deltaLocAddedToPrev,deltaLocRemovedToPrev,deltaLocReplacedToPrev,deltaLocModifiedToPrev,deltaLocAddedToNext,deltaLocRemovedToNext,deltaLocReplacedToNext,deltaLocModifiedToNext,180hcpf1,180hcpf2,180fileHcpf,180commitHcpf,180hcm1,180hcm2,180edhcm,180ldhcm,180lgdhcm,90hcpf1,90hcpf2,90fileHcpf,90commitHcpf,90hcm1,90hcm2,90edhcm,90ldhcm,90lgdhcm,riskScore,nrOfFunctions,ccsSum,ccsAvg,ccsMed,ccsMin,ccsMax,ccsStd,isKillCommit,scatterSingleScore,scatterAvg15,scatterSum15,scatterMax15,scatterMed15,scatterTimeAvg,scatterTimeSum,scatterTimeMax,scatterTimeMed,dependencyChanged,dependencyChangedPrev5Commits
yeti,7da30f6b6762cf78b62c3bf5cbe1fe95be510bfb,1454694426,660,"core/web/api/templates/feeds_api.html","{""0"":0.8439344}","{""0"":0.84393424}",0.8439,0.8439,0.8439,0.8439,0.8439,0.0000,0.8439,0.8439,0.8439,0.8439,0.8439,0.8439,0.8439,0.8439,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,true,false,false,1,1,8,4165275,1,1,0,16,14,-39,-53,14,69,8,0,0,2,2,0.0,0.0,0.125,0.125,-55,0,0,0,0,0,0,0,0,1,1,0.4375,0.0001,0.4449,0.3713,0.0000,0.0000,0.0000,0.0000,0.0000,0.3496,0.0001,0.3200,0.3559,0.0000,0.0000,0.0000,0.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,bfd4101567b4e07e0d948161ea8f11c3a3447e3f,1457045092,660,"core/web/api/templates/feeds_api.html","{""0"":0.7705697}","{""0"":0.756905}",0.7569,0.7706,0.7706,0.7706,0.7706,0.0000,0.7706,0.7706,0.7569,0.7569,0.7569,0.7569,0.7569,0.7706,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,true,false,1,1,9,6515941,1,1,0,16,14,-39,-53,14,69,7,0,0,1,1,0.0,0.0,0.0625,0.0625,-55,0,0,0,0,-1,-1,0,0,0,0,0.4378,0.0001,0.4476,0.3686,0.0000,0.0000,0.0000,0.0000,0.0000,0.3240,0.0001,0.2808,0.3273,0.3496,0.0001,0.3462,17.4817,50.0812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,82274a558ae0b8c03b7b3b8f6c4cf9d10cd7345a,1457091851,660,"core/web/api/templates/feeds_api.html","{""0"":0.7705697}","{""0"":0.7705696}",0.7706,0.7706,0.7706,0.7706,0.7706,0.0000,0.7706,0.7706,0.7706,0.7706,0.7706,0.7706,0.7706,0.7706,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,false,false,1,1,10,6562700,1,1,0,16,14,-39,-53,14,69,6,0,0,1,1,0.0,0.0,0.0625,0.0625,-55,0,7,0,0,0,0,-7,0,-2,-9,0.4666,0.0001,0.4790,0.3939,0.0000,0.0000,0.0000,0.0000,0.0000,0.3785,0.0001,0.3485,0.3667,0.3496,0.0001,0.3462,17.4817,50.0812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,6c0f113b0be6dbb74b0d1a2c2d508bf3f55a607e,1479312891,660,"core/web/api/templates/feeds_api.html","{""0"":0.5844144}","{""0"":0.27422297}",0.2742,0.5844,0.5844,0.5844,0.5844,0.0000,0.5844,0.5844,0.2742,0.2742,0.2742,0.2742,0.2742,0.5844,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,false,false,1,1,11,28783740,1,1,0,23,14,-39,-53,7,69,3,7,0,3,10,0.3043478,0.0,0.13043478,0.4347826,-62,-7,7,7,0,2,9,0,0,0,0,0.5431,0.0004,0.6066,0.2942,0.4375,0.0001,0.2166,14.5826,39.7006,0.5256,0.0004,0.5640,0.1981,0.6736,0.0002,0.1934,15.0915,45.0234,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,8dd79636e33fd3b0e6c951279dc92351e8ea2a7f,1479312891,660,"core/web/api/templates/feeds_api.html","{""0"":0.7253275}","{""0"":0.5844144}",0.5844,0.7253,0.7253,0.7253,0.7253,0.0000,0.7253,0.7253,0.5844,0.5844,0.5844,0.5844,0.5844,0.7253,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,true,false,1,1,12,28783740,1,1,0,30,14,-39,-53,0,69,0,7,0,3,10,0.23333333,0.0,0.1,0.33333334,-69,-7,-23,0,0,0,0,7,-23,3,-13,0.5431,0.0004,0.6066,0.2942,0.4375,0.0001,0.2166,14.5826,39.7006,0.5256,0.0004,0.5640,0.1981,0.6736,0.0002,0.1934,15.0915,45.0234,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,416eb2aaf28029a28523962a4d7fbe1ef5b5ca57,1593249840,660,"core/web/api/templates/feeds_api.html","{""0"":0.0032284544}","{""0"":0.0036836658}",0.0037,0.0032,0.0032,0.0032,0.0032,0.0000,0.0032,0.0032,0.0037,0.0037,0.0037,0.0037,0.0037,0.0032,1.0000,1.0000,1.0000,0,"[]",0,"[]",false,false,false,false,1,1,13,142720689,1,1,0,7,14,-39,-53,0,46,0,0,23,0,23,0.0,3.2857144,0.0,3.2857144,-46,23,-23,-7,23,-3,13,0,0,0,0,0.7950,0.0011,0.8138,0.4069,0.9806,0.0005,0.1249,11.1636,45.0932,0.7866,0.0012,0.8139,0.3481,1.1992,0.0006,0.0753,7.1438,42.4813,7.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,337.8804,-1.0000,-1.0000,-1.0000,-1.0000,2108.1169,702.7056,1267.7252,502.5113,false,false
yeti,e606938b3e1c3e273e9717183e029651206e7c56,1606727965,660,"core/web/api/templates/feeds_api.html","{""0"":0.0017276311}","{""0"":0.001727631}",null,null,0.0017,0.0017,0.0017,0.0000,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,1.0000,1.0000,1.0000,0,"[]",0,"[]",false,false,false,false,1,1,14,156198814,1,2,11,NaN,14,-39,-53,0,23,0,0,23,0,23,-0.0,NaN,-0.0,NaN,-23,23,-23,0,0,0,0,0,0,0,0,0.8534,0.0009,0.8374,0.4795,1.7756,0.0016,0.8976,49.7633,156.8224,0.8550,0.0006,0.8486,0.4660,1.9857,0.0018,0.4561,32.5952,112.2212,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,502.5113,-1.0000,-1.0000,-1.0000,-1.0000,1770.2365,885.1182,1267.7252,885.1182,false,false
yeti,0c72929fb17f998f0409b8bb217691f307da6f0a,1679909756,660,"core/web/api/templates/feeds_api.html","{""0"":5.7957222E-5}","{""0"":5.7957222E-5}",null,null,0.0001,0.0001,0.0001,0.0000,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0000,1.0000,1.0000,0,"[]",0,"[]",false,false,false,false,1,1,15,229380605,1,2,11,NaN,14,-39,-53,0,0,0,0,23,0,23,-0.0,NaN,-0.0,NaN,0,23,0,0,0,0,0,0,0,0,0,0.7102,0.0005,0.6898,0.4851,2.6290,0.0024,0.4444,37.4128,134.6078,0.6945,0.0006,0.6795,0.4381,2.8407,0.0024,0.2091,19.4085,104.7861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,1267.7252,-1.0000,-1.0000,-1.0000,-1.0000,1267.7252,1267.7252,1267.7252,1267.7252,false,false
yeti,f7911cf2e3b6401c49230f93d22f7cff46eeebe9,1563953786,661,"core/web/api/templates/group_api.html","{""30"":1.0}","null",null,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,null,null,null,null,null,1.0000,1.0000,1.0000,1.0000,1,"[30]",1,"[30]",false,false,true,false,0,0,0,0,1,1,30,21,21,-21,-42,21,63,2,21,0,0,21,1.0,0.0,0.0,1.0,-42,-21,21,21,0,0,21,0,0,0,0,0.8136,0.0013,0.7967,0.7360,0.0000,0.0000,0.0000,0.0000,0.0000,0.8152,0.0022,0.7846,0.6870,0.0000,0.0000,0.0000,0.0000,0.0000,69.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,105.9655,-1.0000,-1.0000,-1.0000,-1.0000,5590.2852,559.0285,1267.7252,574.2261,false,false
yeti,cf4bb340f25301506a208b138e50ed61d2669a15,1570539209,661,"core/web/api/templates/group_api.html","{""32"":0.5,""30"":0.3687053}","{""30"":0.7374107}",null,0.5000,0.8687,0.4344,0.4344,0.0656,0.3687,0.5000,0.7374,0.7374,0.7374,0.7374,0.7374,0.8687,1.0000,0.8489,1.1511,2,"[32,30]",2,"[32,30]",false,false,false,false,0,0,1,6585423,2,2,32,42,21,-21,-42,0,63,2,21,0,0,21,0.5,0.0,0.0,0.5,-63,-21,0,0,0,0,0,21,0,-2,19,0.8276,0.0028,0.8076,0.6948,0.0000,0.0000,0.0000,0.0000,0.0000,0.8126,0.0063,0.7527,0.6193,0.8152,0.0022,0.8070,40.7578,116.7621,34.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,294.6618,-1.0000,-1.0000,-1.0000,-1.0000,5484.3198,609.3689,1267.7252,645.9408,false,false
yeti,1776bcc2499f459173b3566c531c1feeeb874f69,1589028477,661,"core/web/api/templates/group_api.html","{""32"":0.19355997,""0"":0.045454547,""30"":0.15637852}","{""32"":0.21291603,""30"":0.15637852}",null,0.0455,0.3954,0.1318,0.1564,0.0629,0.0455,0.1936,0.3693,0.1846,0.1846,0.1564,0.2129,0.3954,1.1865,0.3449,1.4686,0,"[]",2,"[32,30]",false,false,false,false,0,0,2,25074691,3,3,0,42,21,-21,-42,0,63,0,0,0,2,2,0.0,0.0,0.04761905,0.04761905,-63,0,-21,-21,0,2,-19,0,-21,2,-19,0.8098,0.0002,0.7572,0.6524,0.8276,0.0028,0.4097,27.5866,75.1038,0.7460,0.0003,0.6857,0.5671,1.6278,0.0085,0.4699,36.6180,109.0966,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,416eb2aaf28029a28523962a4d7fbe1ef5b5ca57,1593249840,661,"core/web/api/templates/group_api.html","{""32"":0.015213106,""30"":0.24581556}","{""32"":0.15904611,""0"":0.03749949,""30"":0.1284945}",0.0375,null,0.2610,0.1305,0.1305,0.1153,0.0152,0.2458,0.3250,0.1083,0.1285,0.0375,0.1590,0.2610,1.0000,0.1166,1.8834,1,"[30]",0,"[]",false,false,false,false,0,0,3,29296054,2,3,0,21,21,-21,-42,0,42,0,0,21,0,21,0.0,1.0,0.0,1.0,-42,21,-21,0,21,-2,19,0,0,0,0,0.7950,0.0011,0.8138,0.4069,0.8276,0.0028,0.4097,27.5866,75.1038,0.7866,0.0012,0.8139,0.3481,1.6278,0.0085,0.4699,36.6180,109.0966,9.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,337.8804,-1.0000,-1.0000,-1.0000,-1.0000,5189.6577,648.7072,1267.7252,649.1809,false,false
yeti,e606938b3e1c3e273e9717183e029651206e7c56,1606727965,661,"core/web/api/templates/group_api.html","{""30"":0.13752155}","{""32"":0.008140933,""30"":0.13154235}",null,null,0.1375,0.1375,0.1375,0.0000,0.1375,0.1375,0.1397,0.0698,0.0698,0.0081,0.1315,0.1375,1.0000,1.0000,1.0000,0,"[]",0,"[]",false,false,false,false,0,0,4,42774179,1,4,11,0,21,-21,-42,0,21,0,0,21,0,21,NaN,Infinity,NaN,Infinity,-21,21,-21,0,0,0,0,0,0,0,0,0.8534,0.0008,0.8374,0.4795,1.6226,0.0039,1.0602,60.4417,173.4711,0.8550,0.0005,0.8486,0.4660,2.4143,0.0097,0.6848,51.4072,158.5499,6.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,502.5113,-1.0000,-1.0000,-1.0000,-1.0000,2900.9944,725.2486,1267.7252,607.5460,false,false
yeti,0c72929fb17f998f0409b8bb217691f307da6f0a,1679909756,661,"core/web/api/templates/group_api.html","{""30"":0.004613467}","{""30"":0.004613467}",null,null,0.0046,0.0046,0.0046,0.0000,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,1.0000,1.0000,1.0000,0,"[]",0,"[]",false,false,false,false,0,0,5,115955970,1,4,11,NaN,21,-21,-42,0,0,0,0,21,0,21,-0.0,NaN,-0.0,NaN,0,21,0,0,0,0,0,0,0,0,0,0.7102,0.0004,0.6898,0.4851,2.4760,0.0047,0.4857,40.6635,137.0645,0.6945,0.0005,0.6795,0.4381,3.2693,0.0102,0.2761,25.6165,128.1514,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,1267.7252,-1.0000,-1.0000,-1.0000,-1.0000,1267.7252,1267.7252,1267.7252,1267.7252,false,false
yeti,2e7445109ddd8db65027dec1e19050bb86990447,1454432219,662,"core/web/api/templates/indicator_api.html","{""0"":1.0}","null",null,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,null,null,null,null,null,1.0000,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,true,false,0,0,0,0,1,1,0,25,25,-70,-95,50,145,57,25,0,0,25,1.0,0.0,0.0,1.0,-95,-25,0,25,0,0,25,25,0,-1,24,0.4323,0.0001,0.4350,0.3610,0.0000,0.0000,0.0000,0.0000,0.0000,0.3432,0.0001,0.3102,0.3456,0.0000,0.0000,0.0000,0.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,bfd4101567b4e07e0d948161ea8f11c3a3447e3f,1457045092,662,"core/web/api/templates/indicator_api.html","{""0"":0.8910646}","{""0"":0.8867069}",0.8867,0.8911,0.8911,0.8911,0.8911,0.0000,0.8911,0.8911,0.8867,0.8867,0.8867,0.8867,0.8867,0.8911,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,true,false,0,0,1,2612873,1,1,0,25,25,-70,-95,50,145,56,0,0,1,1,0.0,0.0,0.04,0.04,-95,0,0,-25,0,1,-24,0,0,0,0,0.4378,0.0001,0.4476,0.3686,0.0000,0.0000,0.0000,0.0000,0.0000,0.3240,0.0001,0.2808,0.3273,0.3432,0.0001,0.3398,17.1586,49.1557,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,82274a558ae0b8c03b7b3b8f6c4cf9d10cd7345a,1457091851,662,"core/web/api/templates/indicator_api.html","{""0"":0.8910646}","{""0"":0.8910643}",0.8911,0.8911,0.8911,0.8911,0.8911,0.0000,0.8911,0.8911,0.8911,0.8911,0.8911,0.8911,0.8911,0.8911,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,false,false,0,0,2,2659632,1,1,0,25,25,-70,-95,50,145,55,0,0,1,1,0.0,0.0,0.04,0.04,-95,0,7,0,0,0,0,-7,0,0,-7,0.4666,0.0001,0.4790,0.3939,0.0000,0.0000,0.0000,0.0000,0.0000,0.3785,0.0001,0.3485,0.3667,0.3432,0.0001,0.3398,17.1586,49.1557,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,9c670e4707c5aa3e6eb89a58fa6f55a8791a2cee,1458821188,662,"core/web/api/templates/indicator_api.html","{""0"":0.87679476}","{""0"":0.8224239}",0.8224,0.8768,0.8768,0.8768,0.8768,0.0000,0.8768,0.8768,0.8224,0.8224,0.8224,0.8224,0.8224,0.8768,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,true,false,0,0,3,4388969,1,1,0,32,25,-70,-95,43,145,54,7,0,1,8,0.21875,0.0,0.03125,0.25,-102,-7,7,7,0,0,7,0,0,0,0,0.4194,0.0001,0.4121,0.3984,0.0000,0.0000,0.0000,0.0000,0.0000,0.3753,0.0001,0.3423,0.3597,0.3432,0.0001,0.3398,17.1586,49.1557,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,b3fb315468e6d99ae143e6498527665238389c58,1458822917,662,"core/web/api/templates/indicator_api.html","{""0"":0.90752625}","{""0"":0.876795}",0.8768,0.9075,0.9075,0.9075,0.9075,0.0000,0.9075,0.9075,0.8768,0.8768,0.8768,0.8768,0.8768,0.9075,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,false,false,0,0,4,4390698,1,1,0,39,25,-70,-95,36,145,53,7,0,1,8,0.17948718,0.0,0.025641026,0.20512821,-109,-7,0,0,0,0,0,7,0,-1,6,0.4217,0.0001,0.4149,0.4006,0.0000,0.0000,0.0000,0.0000,0.0000,0.3782,0.0001,0.3460,0.3626,0.3432,0.0001,0.3398,17.1586,49.1557,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,3b70a1971e0bf40d4a57d5b88b82d972bc1d14af,1458837827,662,"core/web/api/templates/indicator_api.html","{""0"":0.90752625}","{""0"":0.90752643}",0.9075,0.9075,0.9075,0.9075,0.9075,0.0000,0.9075,0.9075,0.9075,0.9075,0.9075,0.9075,0.9075,0.9075,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,true,false,0,0,5,4405608,1,1,0,39,25,-70,-95,36,145,51,0,0,2,2,0.0,0.0,0.051282052,0.051282052,-109,0,3,-7,0,1,-6,-15,-12,-9,-36,0.4216,0.0001,0.4150,0.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3667,0.0001,0.3232,0.3397,0.3432,0.0001,0.3398,17.1586,49.1557,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,4e0dd7730bb25dc3ef5f84090a016a6fb73ba254,1461012627,662,"core/web/api/templates/indicator_api.html","{""0"":0.37054315,""44"":0.54901963}","{""0"":0.81951827}",null,0.5490,0.9196,0.4598,0.4598,0.0892,0.3705,0.5490,0.8195,0.8195,0.8195,0.8195,0.8195,0.9196,1.0000,0.8059,1.1941,2,"[0,44]",2,"[44,0]",false,false,true,false,0,0,6,6580408,2,2,44,42,25,-70,-95,21,133,40,15,12,11,38,0.35714287,0.2857143,0.26190478,0.9047619,-112,-3,0,15,12,9,36,15,12,10,37,0.4423,0.0002,0.4436,0.4105,0.0000,0.0000,0.0000,0.0000,0.0000,0.6129,0.0013,0.6554,0.4196,0.3432,0.0001,0.3398,17.1586,49.1557,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
