project,hash,date,fileId,fileName,dok0.004Values,dok0.004PreCommitValues,dok0.004AuthorPreCommit,dok0.004AuthorPostCommit,dok0.004Sum,dok0.004Avg,dok0.004Median,dok0.004Std,dok0.004Min,dok0.004Max,dok0.004PreCommitSum,dok0.004PreCommitAvg,dok0.004PreCommitMedian,dok0.004PreCommitMin,dok0.004PreCommitMax,dok0.004RelativeAvg,dok0.004RelativeMedian,dok0.004RelativeMin,dok0.004RelativeMax,dok0.004FileBusFactor0.2,dok0.004FileBusFactorAuthors0.2,dok0.004ProjectBusFactor0.2,dok0.004ProjectBusFactorAuthors0.2,isBugPresent,isBugfix,isSZZBugIntroducer,isRefactor,totalBugfix,totalRefactors,revision,age,authors,totalAuthors,authorId,totalLoc,locFirst,locLast,locLast-First,deltaTotalAddedToLast,deltaTotalRemovedToLast,deltaTotalReplacedToLast,added,removed,replaced,modified,relativeAdded,relativeRemoved,relativeReplaced,relativeModified,deltaLocToLast,deltaLocToPrev,deltaLocToNext,deltaLocAddedToPrev,deltaLocRemovedToPrev,deltaLocReplacedToPrev,deltaLocModifiedToPrev,deltaLocAddedToNext,deltaLocRemovedToNext,deltaLocReplacedToNext,deltaLocModifiedToNext,180hcpf1,180hcpf2,180fileHcpf,180commitHcpf,180hcm1,180hcm2,180edhcm,180ldhcm,180lgdhcm,90hcpf1,90hcpf2,90fileHcpf,90commitHcpf,90hcm1,90hcm2,90edhcm,90ldhcm,90lgdhcm,riskScore,nrOfFunctions,ccsSum,ccsAvg,ccsMed,ccsMin,ccsMax,ccsStd,isKillCommit,scatterSingleScore,scatterAvg15,scatterSum15,scatterMax15,scatterMed15,scatterTimeAvg,scatterTimeSum,scatterTimeMax,scatterTimeMed,dependencyChanged,dependencyChangedPrev5Commits
yeti,956b6b64f7707c4e475569ccb657448645574107,1695385574,509,"core/web/api/analytics.py","{""0"":7.592747E-5,""44"":7.691395E-6,""30"":9.294071E-5}","{""0"":6.873945E-4,""32"":1.2091839E-4,""11"":0.001604276,""44"":1.2091027E-5,""30"":8.696285E-5}",0.0007,0.0001,0.0002,0.0001,0.0001,0.0000,0.0000,0.0001,0.0025,0.0005,0.0001,0.0000,0.0016,0.0002,1.2901,0.1307,1.5792,0,"[]",1,"[0]",false,false,false,false,6,1,48,244838384,3,5,0,181,31,-3,-34,0,184,0,0,184,0,184,0.0,1.0165746,0.0,1.0165746,-184,184,-184,-4,180,-16,160,0,0,0,0,0.8307,0.0028,0.8360,0.5756,5.4341,0.0078,0.6366,56.6368,239.5071,0.8517,0.0051,0.8539,0.6298,7.4579,0.0139,0.4257,40.3776,254.0328,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,true
yeti,b94182b31d7f7b22c5f7f1c822239d66b05f5fe0,1699897010,509,"core/web/api/analytics.py","{""0"":4.485458E-6,""44"":6.986256E-6}","{""0"":6.162228E-5,""30"":7.545557E-5,""44"":6.2350427E-6}",0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0001,0.0000,0.0001,0.0000,1.0000,0.7820,1.2180,0,"[]",1,"[0]",false,false,false,false,6,1,49,249349820,2,5,0,NaN,31,-3,-34,0,0,0,0,184,0,184,-0.0,NaN,-0.0,NaN,0,184,0,0,0,0,0,0,0,0,0,0.8524,0.0042,0.8600,0.5714,6.2648,0.0106,1.3831,92.2726,347.3345,0.8465,0.0047,0.8467,0.5639,8.3097,0.0190,1.2430,80.6708,371.1680,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,1271.4796,-1.0000,-1.0000,-1.0000,-1.0000,1271.4796,1271.4796,1271.4796,1271.4796,false,false
yeti,6479d3e0cf5d558eff22e04142d430e3882d17d7,1447438210,510,"core/web/api/api.py","{""0"":1.0}","null",null,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,null,null,null,null,null,1.0000,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,false,false,0,0,0,0,1,1,0,32,32,-8,-40,467,507,275,32,0,0,32,1.0,0.0,0.0,1.0,-40,-32,8,32,0,0,32,23,-1,-8,14,0.6122,0.0003,0.6497,0.3336,0.0000,0.0000,0.0000,0.0000,0.0000,0.5018,0.0003,0.5538,0.1390,0.0000,0.0000,0.0000,0.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,5733705eea87230259b3c15369e37c75d804f230,1447628696,510,"core/web/api/api.py","{""0"":0.995645}","{""0"":0.99201596}",0.9920,0.9956,0.9956,0.9956,0.9956,0.0000,0.9956,0.9956,0.9920,0.9920,0.9920,0.9920,0.9920,0.9956,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,true,false,0,0,1,190486,1,1,0,40,32,-8,-40,458,506,267,9,1,8,18,0.225,0.025,0.2,0.45,-48,-8,-4,-23,1,8,-14,9,-3,7,13,0.6125,0.0004,0.6496,0.3333,0.0000,0.0000,0.0000,0.0000,0.0000,0.5025,0.0005,0.5551,0.1413,0.0000,0.0000,0.0000,0.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,4e611874ae84cb8a11c25eb752d7c42a088acf2c,1447629005,510,"core/web/api/api.py","{""0"":0.9952095}","{""0"":0.9956451}",0.9956,0.9952,0.9952,0.9952,0.9952,0.0000,0.9952,0.9952,0.9956,0.9956,0.9956,0.9956,0.9956,0.9952,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,false,false,0,0,2,190795,1,1,0,36,32,-8,-40,458,502,266,0,4,1,5,0.0,0.11111111,0.027777778,0.1388889,-44,4,2,-9,3,-7,-13,-2,4,-2,0,0.6124,0.0005,0.6496,0.3332,0.0000,0.0000,0.0000,0.0000,0.0000,0.5023,0.0005,0.5552,0.1412,0.0000,0.0000,0.0000,0.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,fb390bf61aadd01aa34ddd532fc283be40163ca8,1447629457,510,"core/web/api/api.py","{""0"":0.99591506}","{""0"":0.9952096}",0.9952,0.9959,0.9959,0.9959,0.9959,0.0000,0.9959,0.9959,0.9952,0.9952,0.9952,0.9952,0.9952,0.9959,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,true,false,0,0,3,191247,1,1,0,38,32,-8,-40,456,502,263,2,0,3,5,0.05263158,0.0,0.078947365,0.13157895,-46,-2,2,2,-4,2,0,0,0,3,3,0.6123,0.0005,0.6497,0.3331,0.0000,0.0000,0.0000,0.0000,0.0000,0.5021,0.0006,0.5553,0.1412,0.0000,0.0000,0.0000,0.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,cdf0408ec095c6b3f20830e22f80070f4d4f581c,1447629571,510,"core/web/api/api.py","{""0"":0.9962627}","{""0"":0.99591506}",0.9959,0.9963,0.9963,0.9963,0.9963,0.0000,0.9963,0.9963,0.9959,0.9959,0.9959,0.9959,0.9959,0.9963,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,false,false,0,0,4,191361,1,1,0,40,32,-8,-40,454,502,263,2,0,0,2,0.05,0.0,0.0,0.05,-48,-2,-3,0,0,-3,-3,2,-3,0,-1,0.6122,0.0005,0.6497,0.3329,0.0000,0.0000,0.0000,0.0000,0.0000,0.5020,0.0006,0.5553,0.1410,0.0000,0.0000,0.0000,0.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,61a1e9164f885a152a8ef59da11616b6c0f34314,1447668559,510,"core/web/api/api.py","{""0"":0.9960079}","{""0"":0.9962627}",0.9963,0.9960,0.9960,0.9960,0.9960,0.0000,0.9960,0.9960,0.9963,0.9963,0.9963,0.9963,0.9963,0.9960,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,false,false,0,0,5,230349,1,1,0,37,32,-8,-40,454,499,263,0,3,0,3,0.0,0.08108108,0.0,0.08108108,-45,3,7,-2,3,0,1,-10,0,-12,-22,0.6122,0.0006,0.6497,0.3327,0.0000,0.0000,0.0000,0.0000,0.0000,0.5019,0.0006,0.5554,0.1409,0.0000,0.0000,0.0000,0.0000,0.0000,NaN,2,22,11.0000,11.0000,0,22,11.0000,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,d6055fe2254ca5f546de3304b48733c6fa236942,1447695966,510,"core/web/api/api.py","{""0"":0.9977188}","{""0"":0.9960079}",0.9960,0.9977,0.9977,0.9977,0.9977,0.0000,0.9977,0.9977,0.9960,0.9960,0.9960,0.9960,0.9960,0.9977,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,true,false,0,0,6,257756,1,1,0,44,32,-8,-40,444,496,251,10,3,12,25,0.22727273,0.06818182,0.27272728,0.5681818,-52,-7,3,10,0,12,22,7,3,10,20,0.6115,0.0008,0.6495,0.3313,0.0000,0.0000,0.0000,0.0000,0.0000,0.5021,0.0009,0.5554,0.1416,0.0000,0.0000,0.0000,0.0000,0.0000,NaN,2,24,12.0000,12.0000,0,24,12.0000,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,c16015610f875cdadac59327eead8a89ec35bb2e,1447699937,510,"core/web/api/api.py","{""0"":0.99710846}","{""0"":0.9965851}",0.9966,0.9971,0.9971,0.9971,0.9971,0.0000,0.9971,0.9971,0.9966,0.9966,0.9966,0.9966,0.9966,0.9971,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,true,false,0,0,7,261727,1,1,0,47,32,-8,-40,441,496,249,3,0,2,5,0.06382979,0.0,0.04255319,0.10638298,-55,-3,-2,-7,-3,-10,-20,3,-2,0,1,0.6115,0.0008,0.6495,0.3312,0.0000,0.0000,0.0000,0.0000,0.0000,0.5021,0.0009,0.5554,0.1416,0.0000,0.0000,0.0000,0.0000,0.0000,NaN,2,24,12.0000,12.0000,0,24,12.0000,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,9bac1affdd24474cc6897906baa77be83fdf6bfa,1447699958,510,"core/web/api/api.py","{""0"":0.9974105}","{""0"":0.99710834}",0.9971,0.9974,0.9974,0.9974,0.9974,0.0000,0.9974,0.9974,0.9971,0.9971,0.9971,0.9971,0.9971,0.9974,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,false,false,0,0,8,261748,1,1,0,45,32,-8,-40,441,494,247,0,2,2,4,0.0,0.044444446,0.044444446,0.08888889,-53,2,25,-3,2,0,-1,-37,-10,-17,-64,0.6115,0.0009,0.6495,0.3310,0.0000,0.0000,0.0000,0.0000,0.0000,0.5020,0.0010,0.5555,0.1414,0.0000,0.0000,0.0000,0.0000,0.0000,NaN,2,24,12.0000,12.0000,0,24,12.0000,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,97694e02fddd85ccf26888d46c671d00b43ce781,1447712405,510,"core/web/api/api.py","{""0"":0.9993432}","{""0"":0.9974104}",0.9974,0.9993,0.9993,0.9993,0.9993,0.0000,0.9993,0.9993,0.9974,0.9974,0.9974,0.9974,0.9974,0.9993,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,true,false,0,0,9,274195,1,1,0,70,32,-8,-40,404,482,228,37,12,19,68,0.5285714,0.17142858,0.27142859,0.9714286,-78,-25,23,37,10,17,64,-11,-13,15,-9,0.6100,0.0014,0.6504,0.3262,0.0000,0.0000,0.0000,0.0000,0.0000,0.5027,0.0016,0.5563,0.1434,0.0000,0.0000,0.0000,0.0000,0.0000,NaN,4,30,7.5000,3.0000,0,24,9.7082,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,26c1ae310b850dc28c073f5690ae5a6ad412d741,1447779286,510,"core/web/api/api.py","{""0"":0.9991673}","{""0"":0.99894774}",0.9989,0.9992,0.9992,0.9992,0.9992,0.0000,0.9992,0.9992,0.9989,0.9989,0.9989,0.9989,0.9989,0.9992,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",true,false,true,false,0,0,10,341076,1,1,0,93,32,-8,-40,356,457,224,48,25,4,77,0.516129,0.26881722,0.043010753,0.827957,-101,-23,1,11,13,-15,9,47,25,2,74,0.6081,0.0021,0.6510,0.3209,0.0000,0.0000,0.0000,0.0000,0.0000,0.5035,0.0024,0.5571,0.1452,0.0000,0.0000,0.0000,0.0000,0.0000,NaN,4,53,13.2500,3.0000,0,47,19.5752,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,b54e912c18a8b7457787fa9a9de22f4ac2f55e85,1447788738,510,"core/web/api/api.py","{""0"":0.9985}","{""0"":0.9984739}",0.9985,0.9985,0.9985,0.9985,0.9985,0.0000,0.9985,0.9985,0.9985,0.9985,0.9985,0.9985,0.9985,0.9985,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,true,false,false,1,0,11,350528,1,1,0,94,32,-8,-40,355,457,222,1,0,2,3,0.010638298,0.0,0.021276595,0.031914894,-102,-1,-13,-47,-25,-2,-74,0,-14,-20,-34,0.6077,0.0021,0.6513,0.3205,0.0000,0.0000,0.0000,0.0000,0.0000,0.5028,0.0024,0.5575,0.1451,0.0000,0.0000,0.0000,0.0000,0.0000,NaN,4,53,13.2500,3.0000,0,47,19.5752,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,c3cfba9994129e14b8312846a3731b53c1eea6c1,1447789885,510,"core/web/api/api.py","{""0"":0.99832857}","{""0"":0.99849993}",0.9985,0.9983,0.9983,0.9983,0.9983,0.0000,0.9983,0.9983,0.9985,0.9985,0.9985,0.9985,0.9985,0.9983,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",true,false,true,false,1,0,12,351675,1,1,0,81,32,-8,-40,354,443,200,1,14,22,37,0.012345679,0.17283951,0.27160493,0.45679012,-89,13,0,0,14,20,34,1,14,21,36,0.6078,0.0025,0.6515,0.3210,0.0000,0.0000,0.0000,0.0000,0.0000,0.5031,0.0028,0.5579,0.1462,0.0000,0.0000,0.0000,0.0000,0.0000,NaN,4,26,6.5000,3.0000,0,20,8.0156,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,c5c80a1fa56d08a045bdf996d4a0c6e3bfad5fe9,1447789972,510,"core/web/api/api.py","{""0"":0.99832857}","{""0"":0.99832845}",0.9983,0.9983,0.9983,0.9983,0.9983,0.0000,0.9983,0.9983,0.9983,0.9983,0.9983,0.9983,0.9983,0.9983,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,true,false,false,2,0,13,351762,1,1,0,81,32,-8,-40,354,443,199,0,0,1,1,0.0,0.0,0.012345679,0.012345679,-89,0,-11,-1,-14,-21,-36,-8,-19,-15,-42,0.6078,0.0025,0.6515,0.3208,0.0000,0.0000,0.0000,0.0000,0.0000,0.5030,0.0028,0.5579,0.1460,0.0000,0.0000,0.0000,0.0000,0.0000,NaN,4,26,6.5000,3.0000,0,20,8.0156,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,38c84ade554940a0384047a0879ab2caa34323b9,1447790765,510,"core/web/api/api.py","{""0"":0.99819076}","{""0"":0.99832845}",0.9983,0.9982,0.9982,0.9982,0.9982,0.0000,0.9982,0.9982,0.9983,0.9983,0.9983,0.9983,0.9983,0.9982,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,false,false,2,0,14,352555,1,1,0,70,32,-8,-40,346,424,183,8,19,16,43,0.114285715,0.27142859,0.22857143,0.6142857,-78,11,3,8,19,15,42,5,19,15,39,0.6081,0.0029,0.6517,0.3213,0.0000,0.0000,0.0000,0.0000,0.0000,0.5035,0.0032,0.5582,0.1470,0.0000,0.0000,0.0000,0.0000,0.0000,NaN,4,16,4.0000,2.5000,0,11,4.5277,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,7db7475884e91a64fd9c70266eea143d9409ae77,1447791399,510,"core/web/api/api.py","{""0"":0.9982624}","{""0"":0.9981905}",0.9982,0.9983,0.9983,0.9983,0.9983,0.0000,0.9983,0.9983,0.9982,0.9982,0.9982,0.9982,0.9982,0.9983,1.0000,1.0000,1.0000,1,"[0]",0,"[]",false,false,true,false,2,0,15,353189,1,1,0,73,32,-8,-40,343,424,182,3,0,1,4,0.04109589,0.0,0.01369863,0.05479452,-81,-3,0,-5,-19,-15,-39,3,0,-2,1,0.6077,0.0029,0.6518,0.3213,0.0000,0.0000,0.0000,0.0000,0.0000,0.5028,0.0032,0.5584,0.1471,0.0000,0.0000,0.0000,0.0000,0.0000,NaN,4,16,4.0000,2.5000,0,11,4.5277,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,07a74e268596a6a54039c2aeb03d3bfd79772132,1447791536,510,"core/web/api/api.py","{""0"":0.9982624}","{""0"":0.99826217}",0.9983,0.9983,0.9983,0.9983,0.9983,0.0000,0.9983,0.9983,0.9983,0.9983,0.9983,0.9983,0.9983,0.9983,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,false,false,2,0,16,353326,1,1,0,73,32,-8,-40,343,424,179,0,0,3,3,0.0,0.0,0.04109589,0.04109589,-81,0,7,-3,0,2,-1,-7,0,1,-6,0.6074,0.0029,0.6519,0.3213,0.0000,0.0000,0.0000,0.0000,0.0000,0.5024,0.0033,0.5585,0.1473,0.0000,0.0000,0.0000,0.0000,0.0000,NaN,4,16,4.0000,2.5000,0,11,4.5277,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,3f18c450d6822212205547ecb00d85f0ee04101f,1447857788,510,"core/web/api/api.py","{""0"":0.99709696}","{""0"":0.99683785}",0.9968,0.9971,0.9971,0.9971,0.9971,0.0000,0.9971,0.9971,0.9968,0.9968,0.9968,0.9968,0.9968,0.9971,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,false,false,2,0,17,419578,1,1,0,80,32,-8,-40,336,424,177,7,0,2,9,0.0875,0.0,0.025,0.1125,-88,-7,-3,7,0,-1,6,1,-9,-1,-9,0.6015,0.0026,0.6511,0.3502,0.0000,0.0000,0.0000,0.0000,0.0000,0.5133,0.0028,0.5708,0.2167,0.0000,0.0000,0.0000,0.0000,0.0000,NaN,4,19,4.7500,2.5000,0,14,5.7173,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,4fc03ac43700a544d951ec44103ac5aaa4b80c06,1448032739,510,"core/web/api/api.py","{""0"":0.989822}","{""0"":0.9891357}",0.9891,0.9898,0.9898,0.9898,0.9898,0.0000,0.9898,0.9898,0.9891,0.9891,0.9891,0.9891,0.9891,0.9898,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,false,false,2,0,18,594529,1,1,0,77,32,-8,-40,330,415,174,6,9,3,18,0.077922076,0.116883114,0.038961038,0.23376623,-85,3,32,-1,9,1,9,-49,-14,-1,-64,0.6014,0.0027,0.6512,0.3498,0.0000,0.0000,0.0000,0.0000,0.0000,0.5132,0.0030,0.5709,0.2163,0.0000,0.0000,0.0000,0.0000,0.0000,NaN,4,19,4.7500,2.5000,0,14,5.7173,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,538168870a64413abb866f9da52432bfe76ad13d,1448041887,510,"core/web/api/api.py","{""0"":0.9936251}","{""0"":0.98934513}",0.9893,0.9936,0.9936,0.9936,0.9936,0.0000,0.9936,0.9936,0.9893,0.9893,0.9893,0.9893,0.9893,0.9936,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,false,false,2,0,19,603677,1,1,0,109,32,-8,-40,275,392,170,55,23,4,82,0.5045872,0.21100917,0.036697246,0.7522936,-117,-32,-3,49,14,1,64,55,20,1,76,0.6019,0.0033,0.6515,0.3506,0.0000,0.0000,0.0000,0.0000,0.0000,0.5140,0.0037,0.5714,0.2177,0.0000,0.0000,0.0000,0.0000,0.0000,NaN,5,25,5.0000,5.0000,0,14,4.9396,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,968133c892b19d8d041efce08f481872a60595c0,1449415061,510,"core/web/api/api.py","{""0"":0.9350138}","{""0"":0.93392944}",0.9339,0.9350,0.9350,0.9350,0.9350,0.0000,0.9350,0.9350,0.9339,0.9339,0.9339,0.9339,0.9339,0.9350,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,false,false,2,0,20,1976851,1,1,0,106,32,-8,-40,275,389,167,0,3,3,6,0.0,0.028301887,0.028301887,0.056603774,-114,3,22,-55,-20,-1,-76,-39,-14,1,-52,0.5867,0.0035,0.6420,0.3321,0.6078,0.0025,0.6018,30.3921,87.0667,0.5137,0.0037,0.5708,0.2164,0.5031,0.0028,0.4981,25.1558,72.0659,NaN,5,24,4.8000,5.0000,0,14,5.1147,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,6a0785d7c07586838ac145c3012b308dff3403a2,1449502149,510,"core/web/api/api.py","{""0"":0.9487978}","{""0"":0.93116695}",0.9312,0.9488,0.9488,0.9488,0.9488,0.0000,0.9488,0.9488,0.9312,0.9312,0.9312,0.9312,0.9312,0.9488,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,false,false,2,0,21,2063939,1,1,0,128,32,-8,-40,236,372,165,39,17,2,58,0.3046875,0.1328125,0.015625,0.453125,-136,-22,0,39,14,-1,52,39,17,0,56,0.5879,0.0039,0.6425,0.3348,0.6078,0.0025,0.6018,30.3921,87.0667,0.5153,0.0042,0.5718,0.2205,0.5031,0.0028,0.4981,25.1558,72.0659,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,fd32037cb5fdee816a065bdf90dd0907a8efb882,1449528032,510,"core/web/api/api.py","{""0"":0.94647014}","{""0"":0.94646883}",0.9465,0.9465,0.9465,0.9465,0.9465,0.0000,0.9465,0.9465,0.9465,0.9465,0.9465,0.9465,0.9465,0.9465,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,false,false,2,0,22,2089822,1,1,0,128,32,-8,-40,236,372,163,0,0,2,2,0.0,0.0,0.015625,0.015625,-136,0,5,-39,-17,0,-56,-5,0,0,-5,0.5879,0.0039,0.6425,0.3346,0.6078,0.0025,0.6018,30.3921,87.0667,0.5152,0.0042,0.5718,0.2202,0.5031,0.0028,0.4981,25.1558,72.0659,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,43fed91be6609cd875fa240ba106a4e59a390c3d,1449591452,510,"core/web/api/api.py","{""0"":0.9470155}","{""0"":0.9450504}",0.9451,0.9470,0.9470,0.9470,0.9470,0.0000,0.9470,0.9470,0.9451,0.9451,0.9451,0.9451,0.9451,0.9470,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,false,false,2,0,23,2153242,1,1,0,133,32,-8,-40,231,372,161,5,0,2,7,0.037593983,0.0,0.015037594,0.05263158,-141,-5,2,5,0,0,5,3,0,1,4,0.5698,0.0041,0.6272,0.3135,0.6078,0.0025,0.6018,30.3921,87.0667,0.5159,0.0043,0.5731,0.2218,0.5031,0.0028,0.4981,25.1558,72.0659,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,c2102f633f8e75f9ef4a22868dbf4527591d4112,1449591527,510,"core/web/api/api.py","{""0"":0.94794667}","{""0"":0.94701385}",0.9470,0.9479,0.9479,0.9479,0.9479,0.0000,0.9479,0.9479,0.9470,0.9470,0.9470,0.9470,0.9470,0.9479,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,true,false,2,0,24,2153317,1,1,0,135,32,-8,-40,229,372,160,2,0,1,3,0.014814815,0.0,0.0074074073,0.022222223,-143,-2,-114,-3,0,-1,-4,2,-114,-3,-115,0.5699,0.0041,0.6277,0.3137,0.6078,0.0025,0.6018,30.3921,87.0667,0.5158,0.0043,0.5737,0.2221,0.5031,0.0028,0.4981,25.1558,72.0659,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,87b88b74c53ad5cd041ee5cb1f4a2b5eb5d8c2cd,1449592588,510,"core/web/api/api.py","{""0"":0.93166274}","{""0"":0.94794506}",0.9479,0.9317,0.9317,0.9317,0.9317,0.0000,0.9317,0.9317,0.9479,0.9479,0.9479,0.9479,0.9479,0.9317,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,true,false,2,0,25,2154378,1,1,0,21,32,-8,-40,229,258,156,0,114,4,118,0.0,5.428571,0.1904762,5.6190476,-29,114,0,-2,114,3,115,0,114,3,117,0.5715,0.0051,0.6286,0.3165,0.6078,0.0025,0.6018,30.3921,87.0667,0.5180,0.0053,0.5750,0.2260,0.5031,0.0028,0.4981,25.1558,72.0659,NaN,1,0,0.0000,0.0000,0,0,0.0000,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,0025bb7d6f47ce93c80460ef7f1b6a50c1ef9321,1449596276,510,"core/web/api/api.py","{""0"":0.9314862}","{""0"":0.9314204}",0.9314,0.9315,0.9315,0.9315,0.9315,0.0000,0.9315,0.9315,0.9314,0.9314,0.9314,0.9314,0.9314,0.9315,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,true,false,2,0,26,2158066,1,1,0,21,32,-8,-40,229,258,155,0,0,1,1,0.0,0.0,0.04761905,0.04761905,-29,0,2,0,-114,-3,-117,-2,0,1,-1,0.5721,0.0051,0.6293,0.3175,0.6078,0.0025,0.6018,30.3921,87.0667,0.5187,0.0053,0.5759,0.2275,0.5031,0.0028,0.4981,25.1558,72.0659,NaN,1,0,0.0000,0.0000,0,0,0.0000,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
yeti,d80a4acc47b8837cd8a8961cff13e6f21aa15abf,1450529151,510,"core/web/api/api.py","{""0"":0.8989118}","{""0"":0.89228296}",0.8923,0.8989,0.8989,0.8989,0.8989,0.0000,0.8989,0.8989,0.8923,0.8923,0.8923,0.8923,0.8923,0.8989,1.0000,1.0000,1.0000,1,"[0]",1,"[0]",false,false,false,false,2,0,27,3090941,1,1,0,23,32,-8,-40,227,258,155,2,0,0,2,0.08695652,0.0,0.0,0.08695652,-31,-2,0,2,0,-1,1,2,0,-1,1,0.5724,0.0050,0.6311,0.3214,0.6078,0.0025,0.6018,30.3921,87.0667,0.5201,0.0052,0.5808,0.2367,0.5031,0.0028,0.4981,25.1558,72.0659,NaN,1,0,0.0000,0.0000,0,0,0.0000,false,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false,false
